title,studio,year,production_budget,domestic_gross,worldwide_gross,foreign_gross,tconst
The Secret Life of Walter Mitty,Fox,2013,91000000.0,58236838.0,187861183.0,129624345.0,tt0359950
12 Years a Slave,FoxS,2013,20000000.0,56671993.0,181025343.0,124353350.0,tt2024544
Lee Daniels' The Butler,Wein.,2013,30000000.0,116632095.0,177025498.0,60393403.0,tt1327773
Identity Thief,Uni.,2013,35000000.0,134506920.0,175361578.0,40854658.0,tt2024432
Anchorman 2: The Legend Continues,Par.,2013,50000000.0,127352707.0,172185754.0,44833047.0,tt1229340
Olympus Has Fallen,FD,2013,70000000.0,98927592.0,172878928.0,73951336.0,tt2302755
Lone Survivor,Uni.,2013,40000000.0,125095601.0,149804632.0,24709031.0,tt1091191
47 Ronin,Uni.,2013,175000000.0,38362475.0,151716815.0,113354340.0,tt1335975
Mama,Uni.,2013,15000000.0,71628180.0,148095566.0,76467386.0,tt1805319
Mama,Uni.,2013,15000000.0,71628180.0,148095566.0,76467386.0,tt1868050
Mama,Uni.,2013,15000000.0,71628180.0,148095566.0,76467386.0,tt2023587
Mama,Uni.,2013,15000000.0,71628180.0,148095566.0,76467386.0,tt3843072
Mama,Uni.,2013,15000000.0,71628180.0,148095566.0,76467386.0,tt5437970
Mama,Uni.,2013,15000000.0,71628180.0,148095566.0,76467386.0,tt7514806
Mama,Uni.,2013,15000000.0,71628180.0,148095566.0,76467386.0,tt8323598
Escape Plan,LG/S,2013,70000000.0,25135965.0,103735965.0,78600000.0,tt1211956
Last Vegas,CBS,2013,28000000.0,63914167.0,112914167.0,49000000.0,tt1204975
2 Guns,Uni.,2013,61000000.0,75612460.0,132493015.0,56880555.0,tt1272878
Ender's Game,LG/S,2013,110000000.0,61737191.0,127983283.0,66246092.0,tt1731141
Prisoners,WB,2013,46000000.0,61002302.0,113402302.0,52400000.0,tt1392214
Saving Mr. Banks,BV,2013,35000000.0,83299761.0,114962525.0,31662764.0,tt2140373
Warm Bodies,LG/S,2013,30000000.0,66380662.0,115121608.0,48740946.0,tt1588173
Free Birds,Rela.,2013,55000000.0,55750480.0,110387072.0,54636592.0,tt1621039
Gangster Squad,WB,2013,60000000.0,46000903.0,104100903.0,58100000.0,tt1321870
Philomena,Wein.,2013,12000000.0,37709979.0,98963392.0,61253413.0,tt2431286
Riddick,Uni.,2013,38000000.0,42025135.0,94763758.0,52738623.0,tt1411250
Safe Haven,Rela.,2013,28000000.0,71399120.0,94050951.0,22651831.0,tt1702439
Safe Haven,Rela.,2013,28000000.0,71399120.0,94050951.0,22651831.0,tt5073094
Blue Jasmine,SPC,2013,18000000.0,33404871.0,102912961.0,69508090.0,tt2334873
The Mortal Instruments: City of Bones,SGem,2013,60000000.0,31165421.0,75965567.0,44800146.0,tt1538403
The Internship,Fox,2013,58000000.0,44672764.0,93672764.0,49000000.0,tt2234155
The Purge,Uni.,2013,3000000.0,64473115.0,91266581.0,26793466.0,tt2184339
Dhoom 3,Yash,2013,24000000.0,8031955.0,11723620.0,3691665.0,tt1833673
About Time,Uni.,2013,12000000.0,15323921.0,89309178.0,73985257.0,tt2194499
R.I.P.D.,Uni.,2013,130000000.0,33618855.0,79076678.0,45457823.0,tt0790736
The Book Thief,Fox,2013,19000000.0,21488481.0,76086711.0,54598230.0,tt0816442
August: Osage County,Wein.,2013,25000000.0,37738810.0,50738810.0,13000000.0,tt1322269
The Best Man Holiday,Uni.,2013,17000000.0,70525195.0,72835710.0,2310515.0,tt2083355
The Counselor,Fox,2013,25000000.0,16973715.0,71009334.0,54035619.0,tt2193215
The Call,TriS,2013,12800000.0,51872378.0,69821476.0,17949098.0,tt1911644
The Call,TriS,2013,12800000.0,51872378.0,69821476.0,17949098.0,tt2554760
The Call,TriS,2013,12800000.0,51872378.0,69821476.0,17949098.0,tt2926868
The Call,TriS,2013,12800000.0,51872378.0,69821476.0,17949098.0,tt4741754
Runner Runner,Fox,2013,30000000.0,19316646.0,60512680.0,41196034.0,tt2364841
Kick-Ass 2,Uni.,2013,28000000.0,28795985.0,63129909.0,34333924.0,tt1650554
A Haunted House,ORF,2013,2500000.0,40041683.0,59922558.0,19880875.0,tt2243537
Quartet,Wein.,2013,11000000.0,18388357.0,56178935.0,37790578.0,tt1441951
Dallas Buyers Club,Focus,2013,5000000.0,27298285.0,60611845.0,33313560.0,tt0790636
Delivery Man,BV,2013,22000000.0,30659817.0,70536870.0,39877053.0,tt2387559
The Last Stand,LGF,2013,30000000.0,12050299.0,48330757.0,36280458.0,tt1549920
The Last Stand,LGF,2013,30000000.0,12050299.0,48330757.0,36280458.0,tt8774508
Texas Chainsaw 3D,LGF,2013,20000000.0,34341945.0,47666013.0,13324068.0,tt1572315
The Big Wedding,LGF,2013,32500000.0,21819348.0,48425971.0,26606623.0,tt1931435
Parker,FD,2013,35000000.0,17616641.0,48543388.0,30926747.0,tt1904996
The World's End,Focus,2013,20000000.0,26004851.0,47508505.0,21503654.0,tt1213663
Grudge Match,WB,2013,40000000.0,29807260.0,69807260.0,40000000.0,tt1661382
Homefront,ORF,2013,22000000.0,20158492.0,51695362.0,31536870.0,tt2312718
Homefront,ORF,2013,22000000.0,20158492.0,51695362.0,31536870.0,tt2558484
Snitch,LG/S,2013,15000000.0,42930462.0,57907734.0,14977272.0,tt0882977
Snitch,LG/S,2013,850000.0,0.0,0.0,0.0,tt0882977
Jobs,ORF,2013,18000000.0,16131410.0,43402515.0,27271105.0,tt2357129
The Place Beyond the Pines,Focus,2013,15000000.0,21403519.0,47011449.0,25607930.0,tt1817273
Inside Llewyn Davis,CBS,2013,11000000.0,13248209.0,32943247.0,19695038.0,tt2042568
Mud,RAtt.,2013,10000000.0,21590086.0,31556959.0,9966873.0,tt1935179
Mud,RAtt.,2013,10000000.0,21590086.0,31556959.0,9966873.0,tt2514592
Movie 43,Rela.,2013,10000000.0,8840453.0,31164747.0,22324294.0,tt1333125
Kevin Hart: Let Me Explain,LG/S,2013,2500000.0,32244051.0,32327255.0,83204.0,tt2609912
Spring Breakers,A24,2013,5000000.0,14124286.0,31149251.0,17024965.0,tt2101441
Don Jon,Rela.,2013,5500000.0,24477704.0,41268579.0,16790875.0,tt2229499
Nebraska,Par.,2013,12000000.0,17654912.0,24761360.0,7106448.0,tt1821549
The Incredible Burt Wonderstone,WB (NL),2013,32000000.0,22537881.0,27392609.0,4854728.0,tt0790628
Mandela: Long Walk to Freedom,Wein.,2013,35000000.0,8323085.0,29890402.0,21567317.0,tt2304771
Khumba,MNE,2013,15000000.0,0.0,20898221.0,20898221.0,tt1487931
Dark Skies,W/Dim.,2013,3500000.0,17418667.0,27704111.0,10285444.0,tt2387433
Enough Said,FoxS,2013,8000000.0,17550872.0,25621449.0,8070577.0,tt2390361
Trance,FoxS,2013,16000000.0,2322593.0,22594052.0,20271459.0,tt1111235
Trance,FoxS,2013,16000000.0,2322593.0,22594052.0,20271459.0,tt1924429
Trance,FoxS,2013,16000000.0,2322593.0,22594052.0,20271459.0,tt8239184
Trance,FoxS,2013,950000.0,0.0,0.0,0.0,tt1111235
Trance,FoxS,2013,950000.0,0.0,0.0,0.0,tt1924429
Trance,FoxS,2013,950000.0,0.0,0.0,0.0,tt8239184
Baggage Claim,FoxS,2013,8500000.0,21569509.0,22885836.0,1316327.0,tt1171222
The Sapphires,Wein.,2013,9000000.0,2450867.0,20395040.0,17944173.0,tt1673697
Broken City,Fox,2013,35000000.0,19701164.0,34480045.0,14778881.0,tt1235522
You're Next,LGF,2013,1000000.0,18494006.0,26887177.0,8393171.0,tt1853739
Dead Man Down,FD,2013,30000000.0,10895295.0,19599974.0,8704679.0,tt2101341
Admission,Focus,2013,13000000.0,18007317.0,18733666.0,726349.0,tt1814621
Fruitvale Station,Wein.,2013,900000.0,16098998.0,17549645.0,1450647.0,tt2334649
Battle of the Year,SGem,2013,20000000.0,8888355.0,16723377.0,7835022.0,tt1532958
Out of the Furnace,Rela.,2013,22000000.0,11330849.0,15434375.0,4103526.0,tt1206543
The Last Exorcism Part II,CBS,2013,4000000.0,15179303.0,25448707.0,10269404.0,tt2034139
Machete Kills,ORF,2013,20000000.0,8008161.0,18273009.0,10264848.0,tt2002718
Paranoia,Rela.,2013,40000000.0,7388654.0,16340767.0,8952113.0,tt1413495
Paranoia,Rela.,2013,40000000.0,7388654.0,16340767.0,8952113.0,tt1904995
Paranoia,Rela.,2013,40000000.0,7388654.0,16340767.0,8952113.0,tt4025788
Paranoia,Rela.,2013,40000000.0,7388654.0,16340767.0,8952113.0,tt6338350
Paranoia,Rela.,2013,40000000.0,7388654.0,16340767.0,8952113.0,tt6449960
Paranoia,Rela.,2013,40000000.0,7388654.0,16340767.0,8952113.0,tt8045822
Paranoia,Rela.,2013,40000000.0,7388654.0,16340767.0,8952113.0,tt8327742
Stoker,FoxS,2013,12000000.0,1703125.0,12034913.0,10331788.0,tt1682180
Before Midnight,SPC,2013,3000000.0,8110621.0,23251930.0,15141309.0,tt2209418
Only God Forgives,RTWC,2013,4800000.0,775849.0,4494560.0,3718711.0,tt1602613
Bullet to the Head,WB,2013,55000000.0,9489829.0,22597969.0,13108140.0,tt1308729
The Fifth Estate,BV,2013,26000000.0,3254172.0,6154172.0,2900000.0,tt1837703
Upside Down,MNE,2013,50000000.0,102118.0,26387039.0,26284921.0,tt1374992
Upside Down,MNE,2013,50000000.0,102118.0,26387039.0,26284921.0,tt1713561
Upside Down,MNE,2013,50000000.0,102118.0,26387039.0,26284921.0,tt2105043
Upside Down,MNE,2013,50000000.0,102118.0,26387039.0,26284921.0,tt3248078
Upside Down,MNE,2013,50000000.0,102118.0,26387039.0,26284921.0,tt5105628
Upside Down,MNE,2013,50000000.0,102118.0,26387039.0,26284921.0,tt8399650
Metallica Through the Never,PH,2013,18000000.0,3419967.0,9082906.0,5662939.0,tt2172935
Black Nativity,FoxS,2013,17500000.0,7018188.0,7285135.0,266947.0,tt1425922
The Spectacular Now,A24,2013,2500000.0,6852971.0,6916951.0,63980.0,tt1714206
The Sweeney,EOne,2013,4500000.0,26345.0,8000366.0,7974021.0,tt0857190
Believe,ORF,2013,3500000.0,890303.0,890303.0,0.0,tt10118052
Believe,ORF,2013,3500000.0,890303.0,890303.0,0.0,tt2009606
Believe,ORF,2013,3500000.0,890303.0,890303.0,0.0,tt4700756
Believe,ORF,2013,3500000.0,890303.0,890303.0,0.0,tt7399140
Believe,ORF,2013,3500000.0,890303.0,890303.0,0.0,tt9347476
Frances Ha,IFC,2013,3000000.0,4067398.0,11262769.0,7195371.0,tt2347569
Yeh Jawaani Hai Deewani,Eros,2013,8300000.0,3827466.0,50827466.0,47000000.0,tt2178470
The East,FoxS,2013,6500000.0,2274649.0,3027956.0,753307.0,tt1869716
The Christmas Candle,ELS,2013,7000000.0,1632000.0,1933829.0,301829.0,tt2739338
Ain't Them Bodies Saints,IFC,2013,5000000.0,391611.0,1075009.0,683398.0,tt2388637
The Reluctant Fundamentalist,IFC,2013,15000000.0,528731.0,528731.0,0.0,tt2032557
ABCD (Any Body Can Dance),UTV,2013,1900000.0,222098.0,10137234.0,9915136.0,tt2321163
The Canyons,IFC,2013,250000.0,59671.0,62375.0,2704.0,tt2292959
Transformers: Age of Extinction,Par.,2014,210000000.0,245439076.0,1104039076.0,858600000.0,tt2109248
The Hobbit: The Battle of the Five Armies,WB (NL),2014,250000000.0,255119788.0,945577621.0,690457833.0,tt2310332
Guardians of the Galaxy,BV,2014,170000000.0,333172112.0,770867516.0,437695404.0,tt2015381
Maleficent,BV,2014,180000000.0,241407328.0,758536735.0,517129407.0,tt1587310
The Hunger Games: Mockingjay - Part 1,LGF,2014,125000000.0,337135885.0,766575131.0,429439246.0,tt1951265
X-Men: Days of Future Past,Fox,2014,200000000.0,233921534.0,747862775.0,513941241.0,tt1877832
Captain America: The Winter Soldier,BV,2014,170000000.0,259746958.0,714401889.0,454654931.0,tt1843866
Dawn of the Planet of the Apes,Fox,2014,170000000.0,208545589.0,710644566.0,502098977.0,tt2103281
The Amazing Spider-Man 2,Sony,2014,200000000.0,202853933.0,708996336.0,506142403.0,tt1872181
Interstellar,Par.,2014,165000000.0,188017894.0,666379375.0,478361481.0,tt0816692
Big Hero 6,BV,2014,165000000.0,222527828.0,652127828.0,429600000.0,tt2245084
How to Train Your Dragon 2,Fox,2014,145000000.0,177002924.0,614586270.0,437583346.0,tt1646971
American Sniper,WB,2014,58000000.0,350126372.0,547326372.0,197200000.0,tt2179136
Rio 2,Fox,2014,130000000.0,131538435.0,492846291.0,361307856.0,tt2357291
Lucy,Uni.,2014,40000000.0,126573960.0,457507776.0,330933816.0,tt2872732
Lucy,Uni.,2014,40000000.0,126573960.0,457507776.0,330933816.0,tt5313474
Lucy,Uni.,2014,40000000.0,126573960.0,457507776.0,330933816.0,tt6142034
Penguins of Madagascar,Fox,2014,132000000.0,83350911.0,366942531.0,283591620.0,tt1911658
Edge of Tomorrow,WB,2014,178000000.0,100206256.0,370541256.0,270335000.0,tt1631867
Gone Girl,Fox,2014,61000000.0,167767189.0,368567189.0,200800000.0,tt2267998
Night at the Museum: Secret of the Tomb,Fox,2014,127000000.0,113746621.0,353756621.0,240010000.0,tt2692250
Noah,Par.,2014,130000000.0,101200044.0,352831065.0,251631021.0,tt1091821
Noah,Par.,2014,130000000.0,101200044.0,352831065.0,251631021.0,tt1959490
Noah,Par.,2014,130000000.0,101200044.0,352831065.0,251631021.0,tt2109176
The Maze Runner,Fox,2014,34000000.0,102427862.0,348319861.0,245891999.0,tt1790864
22 Jump Street,Sony,2014,50000000.0,191719337.0,331333876.0,139614539.0,tt2294449
Divergent,LG/S,2014,85000000.0,150947895.0,276014965.0,125067070.0,tt1840309
Mr. Peabody & Sherman,Fox,2014,145000000.0,111506430.0,269806430.0,158300000.0,tt0864835
Neighbors,Uni.,2014,18000000.0,150086800.0,270944428.0,120857628.0,tt2004420
Neighbors,Uni.,2014,18000000.0,150086800.0,270944428.0,120857628.0,tt3638264
Neighbors,Uni.,2014,18000000.0,150086800.0,270944428.0,120857628.0,tt9386300
Neighbors,Uni.,2014,18000000.0,150086800.0,270944428.0,120857628.0,tt9392532
Neighbors,Uni.,2014,18000000.0,150086800.0,270944428.0,120857628.0,tt9702034
Exodus: Gods and Kings,Fox,2014,140000000.0,65014513.0,268314513.0,203300000.0,tt1528100
Annabelle,WB (NL),2014,6500000.0,84273813.0,256862920.0,172589107.0,tt3322940
The Imitation Game,Wein.,2014,15000000.0,91125143.0,227740463.0,136615320.0,tt2084970
Non-Stop,Uni.,2014,50000000.0,91742160.0,222383055.0,130640895.0,tt2024469
Dracula Untold,Uni.,2014,70000000.0,55991880.0,220241723.0,164249843.0,tt0829150
The Expendables 3,LGF,2014,100000000.0,39322544.0,209461378.0,170138834.0,tt2333784
Into the Woods,BV,2014,56200000.0,128002372.0,213116401.0,85114029.0,tt2180411
Into the Woods,BV,2014,56200000.0,128002372.0,213116401.0,85114029.0,tt2191715
Into the Woods,BV,2014,56200000.0,128002372.0,213116401.0,85114029.0,tt2201083
Into the Woods,BV,2014,56200000.0,128002372.0,213116401.0,85114029.0,tt9703646
Need for Speed,BV,2014,66000000.0,43568507.0,194169619.0,150601112.0,tt2369135
The Equalizer,Sony,2014,55000000.0,101530738.0,192903624.0,91372886.0,tt0455944
The Grand Budapest Hotel,FoxS,2014,31000000.0,59076019.0,163981261.0,104905242.0,tt2278388
Dumb and Dumber To,Uni.,2014,40000000.0,86208010.0,156553592.0,70345582.0,tt2096672
Unbroken,Uni.,2014,65000000.0,115637895.0,163527824.0,47889929.0,tt10402572
Unbroken,Uni.,2014,65000000.0,115637895.0,163527824.0,47889929.0,tt1809398
The Monuments Men,Sony,2014,70000000.0,78031620.0,158702748.0,80671128.0,tt2177771
Ride Along,Uni.,2014,25000000.0,134202565.0,153733800.0,19531235.0,tt1408253
Ride Along,Uni.,2014,25000000.0,134202565.0,153733800.0,19531235.0,tt2263520
Let's Be Cops,Fox,2014,17000000.0,82390774.0,136890774.0,54500000.0,tt1924435
Jack Ryan: Shadow Recruit,Par.,2014,60000000.0,50577412.0,131377412.0,80800000.0,tt1205537
Blended,WB,2014,45000000.0,46290741.0,127990741.0,81700000.0,tt1086772
Sex Tape,Sony,2014,40000000.0,38543473.0,126069509.0,87526036.0,tt1956620
The Theory of Everything,Focus,2014,15000000.0,35893537.0,123327692.0,87434155.0,tt2980516
The Nut Job,ORF,2014,30000000.0,64251538.0,122529966.0,58278428.0,tt1821658
Pompeii,TriS,2014,80000000.0,23169033.0,108469033.0,85300000.0,tt1921064
The Purge: Anarchy,Uni.,2014,9000000.0,71562550.0,111534881.0,39972331.0,tt2975578
The Boxtrolls,Focus,2014,60000000.0,50837305.0,111946251.0,61108946.0,tt0787474
Horrible Bosses 2,WB,2014,40000000.0,54445357.0,105945357.0,51500000.0,tt2170439
Ouija,Uni.,2014,5000000.0,50856010.0,103300632.0,52444622.0,tt1204977
Transcendence,WB,2014,100000000.0,23022309.0,103039258.0,80016949.0,tt2202408
Transcendence,WB,2014,100000000.0,23022309.0,103039258.0,80016949.0,tt2209764
Transcendence,WB,2014,100000000.0,23022309.0,103039258.0,80016949.0,tt2339048
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,2014,28000000.0,66954149.0,101379287.0,34425138.0,tt1698641
Tammy,WB (NL),2014,20000000.0,84525432.0,96407655.0,11882223.0,tt2103254
Paranormal Activity: The Marked Ones,Par.,2014,5000000.0,32462372.0,90904854.0,58442482.0,tt2473682
The Hundred-Foot Journey,BV,2014,22000000.0,54235441.0,94270488.0,40035047.0,tt2980648
John Wick,LG/S,2014,30000000.0,43037835.0,76235001.0,33197166.0,tt2911666
Snowpiercer,RTWC,2014,40000000.0,4563029.0,88069880.0,83506851.0,tt1706620
The Judge,WB,2014,50000000.0,47119388.0,76119388.0,29000000.0,tt1872194
The Judge,WB,2014,50000000.0,47119388.0,76119388.0,29000000.0,tt6246092
Muppets Most Wanted,BV,2014,55000000.0,51178893.0,79312301.0,28133408.0,tt2281587
If I Stay,WB (NL),2014,11000000.0,50474843.0,78356170.0,27881327.0,tt1355630
"I, Frankenstein",LGF,2014,65000000.0,19075290.0,74575290.0,55500000.0,tt1418377
Think Like a Man Too,SGem,2014,24000000.0,65028687.0,70027933.0,4999246.0,tt2239832
Brick Mansions,Rela.,2014,28000000.0,20396829.0,73421224.0,53024395.0,tt1430612
Son of God,Fox,2014,22000000.0,59700064.0,70949793.0,11249729.0,tt1805411
Son of God,Fox,2014,22000000.0,59700064.0,70949793.0,11249729.0,tt3210686
Jersey Boys,WB,2014,40000000.0,47047013.0,65282732.0,18235719.0,tt1742044
The Giver,Wein.,2014,25000000.0,45090374.0,66540205.0,21449831.0,tt0435651
Selma,Par.,2014,20000000.0,52076908.0,66776576.0,14699668.0,tt1020072
God's Not Dead,Free,2014,1150000.0,60755732.0,63777092.0,3021360.0,tt2528814
Begin Again,Wein.,2014,8000000.0,16170632.0,68838736.0,52668104.0,tt1945037
Begin Again,Wein.,2014,8000000.0,16170632.0,68838736.0,52668104.0,tt1980929
The Legend of Hercules,LG/S,2014,70000000.0,18848538.0,58953319.0,40104781.0,tt1043726
Dolphin Tale 2,WB,2014,36000000.0,42024533.0,57824533.0,15800000.0,tt2978462
St. Vincent,Wein.,2014,13000000.0,44137712.0,54837234.0,10699522.0,tt2170593
A Walk Among the Tombstones,Uni.,2014,28000000.0,26017685.0,62108587.0,36090902.0,tt0365907
3 Days to Kill,Rela.,2014,28000000.0,30697999.0,38959900.0,8261901.0,tt2172934
Whiplash,SPC,2014,3300000.0,13092006.0,38969037.0,25877031.0,tt2582802
Earth to Echo,Rela.,2014,13000000.0,38934842.0,42174545.0,3239703.0,tt2183034
Boyhood,IFC,2014,4000000.0,25379975.0,57273049.0,31893074.0,tt1065073
Oculus,Rela.,2014,5000000.0,27695246.0,44115496.0,16420250.0,tt2388715
That Awkward Moment,Focus,2014,8000000.0,26068955.0,53068955.0,27000000.0,tt1800246
The Gambler,Par.,2014,25000000.0,33680992.0,38718031.0,5037039.0,tt1828325
The Gambler,Par.,2014,25000000.0,33680992.0,38718031.0,5037039.0,tt2039393
The Gambler,Par.,2014,25000000.0,33680992.0,38718031.0,5037039.0,tt2843832
The Gambler,Par.,2014,25000000.0,33680992.0,38718031.0,5037039.0,tt2924336
The Gambler,Par.,2014,25000000.0,33680992.0,38718031.0,5037039.0,tt9447594
Million Dollar Arm,BV,2014,25000000.0,36447959.0,39217912.0,2769953.0,tt1647668
Nightcrawler,ORF,2014,8500000.0,32381218.0,50334418.0,17953200.0,tt2872718
Devil's Due,Fox,2014,7000000.0,15821461.0,36146087.0,20324626.0,tt2752758
A Most Wanted Man,RAtt.,2014,15000000.0,17237855.0,36068890.0,18831035.0,tt1972571
The Best of Me,Rela.,2014,26000000.0,26766213.0,41059418.0,14293205.0,tt1972779
The November Man,Rela.,2014,15000000.0,25018119.0,34820335.0,9802216.0,tt2402157
Winter's Tale,WB,2014,60000000.0,12600231.0,29575033.0,16974802.0,tt1837709
When the Game Stands Tall,TriS,2014,15000000.0,30127963.0,30138912.0,10949.0,tt2247476
Draft Day,LG/S,2014,25000000.0,28842237.0,29847480.0,1005243.0,tt2223990
Big Eyes,Wein.,2014,10000000.0,14482031.0,27317872.0,12835841.0,tt1126590
Big Eyes,Wein.,2014,10000000.0,14482031.0,27317872.0,12835841.0,tt4317898
Top Five,Par.,2014,12000000.0,25317379.0,26001741.0,684362.0,tt2784678
And So It Goes,CE,2014,18000000.0,15160801.0,17920013.0,2759212.0,tt2465146
A Haunted House 2,ORF,2014,4000000.0,17329487.0,21206861.0,3877374.0,tt2828996
The Railway Man,Wein.,2014,18000000.0,4438438.0,23910210.0,19471772.0,tt2058107
Mr. Turner,SPC,2014,14000000.0,3958546.0,25187026.0,21228480.0,tt2473794
Labor Day,Par.,2014,18000000.0,13371528.0,14189810.0,818282.0,tt1967545
Legends of Oz: Dorothy's Return,CE,2014,70000000.0,8462347.0,20107933.0,11645586.0,tt0884726
The Drop,FoxS,2014,12600000.0,10724389.0,19054534.0,8330145.0,tt1600196
The Drop,FoxS,2014,12600000.0,10724389.0,19054534.0,8330145.0,tt4745746
The Drop,FoxS,2014,12600000.0,10724389.0,19054534.0,8330145.0,tt5177706
Addicted,LGF,2014,5000000.0,17390770.0,17499242.0,108472.0,tt2205401
Addicted,LGF,2014,5000000.0,17390770.0,17499242.0,108472.0,tt3435418
Addicted,LGF,2014,5000000.0,17390770.0,17499242.0,108472.0,tt5396774
Addicted,LGF,2014,5000000.0,17390770.0,17499242.0,108472.0,tt6949630
Inherent Vice,WB,2014,20000000.0,8110975.0,14772346.0,6661371.0,tt1791528
A Most Violent Year,A24,2014,20000000.0,5749134.0,8846875.0,3097741.0,tt2937898
Moms' Night Out,TriS,2014,5000000.0,10429707.0,10537341.0,107634.0,tt3014666
The Babadook,IFC,2014,2000000.0,950792.0,7482387.0,6531595.0,tt2321549
The Immigrant,Wein.,2014,16000000.0,2013456.0,7585011.0,5571555.0,tt1951181
The Immigrant,Wein.,2014,16000000.0,2013456.0,7585011.0,5571555.0,tt4666530
The Immigrant,Wein.,2014,16000000.0,2013456.0,7585011.0,5571555.0,tt6594436
Wish I Was Here,Focus,2014,6000000.0,3591299.0,6591365.0,3000066.0,tt2870708
The Skeleton Twins,RAtt.,2014,1000000.0,5284309.0,5797192.0,512883.0,tt1571249
Dear White People,RAtt.,2014,1250000.0,4404154.0,5403771.0,999617.0,tt2235108
The Lunchbox,SPC,2014,1700000.0,4231500.0,12231500.0,8000000.0,tt2350496
Ida,MBox,2014,2600000.0,3827060.0,15298355.0,11471295.0,tt2718492
Veronica Mars,WB,2014,6000000.0,3322127.0,3485383.0,163256.0,tt2771372
Mommy,RAtt.,2014,4900000.0,3498695.0,17536004.0,14037309.0,tt3612616
Mommy,RAtt.,2014,4900000.0,3498695.0,17536004.0,14037309.0,tt5152894
The Rover,A24,2014,8500000.0,1109199.0,3180252.0,2071053.0,tt2345737
Rosewater,ORF,2014,10000000.0,3128941.0,3185717.0,56776.0,tt2752688
Obvious Child,A24,2014,1000000.0,3122616.0,3324070.0,201454.0,tt2910274
Kill the Messenger,Focus,2014,5000000.0,2450846.0,6656705.0,4205859.0,tt1216491
The Homesman,Saban,2014,16000000.0,2429989.0,8217571.0,5787582.0,tt2398231
Tusk,A24,2014,3000000.0,1821983.0,1887554.0,65571.0,tt3099498
Locke,A24,2014,2000000.0,1370646.0,2088390.0,717744.0,tt2692904
Palo Alto,Trib.,2014,1000000.0,767732.0,1156309.0,388577.0,tt2479800
Dom Hemingway,FoxS,2014,7000000.0,523511.0,1857458.0,1333947.0,tt2402105
The Face of Love,IFC,2014,4000000.0,385069.0,1158877.0,773808.0,tt1839642
I Origins,FoxS,2014,1000000.0,336472.0,852399.0,515927.0,tt2884206
Rudderless,Gold.,2014,5000000.0,56001.0,567219.0,511218.0,tt1798243
Two Night Stand,EOne,2014,1600000.0,15600.0,868081.0,852481.0,tt2140619
13 Sins,RTWC,2014,4000000.0,9134.0,47552.0,38418.0,tt2059171
Camp X-Ray,IFC,2014,1000000.0,9837.0,101053.0,91216.0,tt2994190
Wolves,KE,2014,18000000.0,0.0,94953.0,94953.0,tt1403241
Wolves,KE,2014,18000000.0,0.0,94953.0,94953.0,tt4623856
Falcon Rising,Free,2014,4500000.0,11774.0,11774.0,0.0,tt2295722
Anna,VE,2014,4357373.0,0.0,1200000.0,1200000.0,tt1715336
Anna,VE,2014,4357373.0,0.0,1200000.0,1200000.0,tt1951077
Anna,VE,2014,4357373.0,0.0,1200000.0,1200000.0,tt3673036
Anna,VE,2014,4357373.0,0.0,1200000.0,1200000.0,tt3872918
Anna,VE,2014,4357373.0,0.0,1200000.0,1200000.0,tt4898888
Anna,VE,2014,4357373.0,0.0,1200000.0,1200000.0,tt6118134
Anna,VE,2014,4357373.0,0.0,1200000.0,1200000.0,tt6427854
Anna,VE,2014,4357373.0,0.0,1200000.0,1200000.0,tt7456310
Jurassic World,Uni.,2015,215000000.0,652270625.0,1648854864.0,996584239.0,tt0369610
Furious 7,Uni.,2015,190000000.0,353007020.0,1518722794.0,1165715774.0,tt2820852
Avengers: Age of Ultron,BV,2015,330600000.0,459005868.0,1403013963.0,944008095.0,tt2395427
Minions,Uni.,2015,74000000.0,336045770.0,1160336173.0,824290403.0,tt2293640
Spectre,Sony,2015,300000000.0,200074175.0,879620923.0,679546748.0,tt2379713
Inside Out,BV,2015,175000000.0,356461711.0,854235992.0,497774281.0,tt1640486
Inside Out,BV,2015,175000000.0,356461711.0,854235992.0,497774281.0,tt1865538
Inside Out,BV,2015,175000000.0,356461711.0,854235992.0,497774281.0,tt2064820
Inside Out,BV,2015,175000000.0,356461711.0,854235992.0,497774281.0,tt2071483
Inside Out,BV,2015,175000000.0,356461711.0,854235992.0,497774281.0,tt2096673
Inside Out,BV,2015,175000000.0,356461711.0,854235992.0,497774281.0,tt2608638
Inside Out,BV,2015,175000000.0,356461711.0,854235992.0,497774281.0,tt6419446
Inside Out,BV,2015,175000000.0,356461711.0,854235992.0,497774281.0,tt8269544
The Hunger Games: Mockingjay - Part 2,LGF,2015,160000000.0,281723902.0,648986787.0,367262885.0,tt1951266
The Martian,Fox,2015,108000000.0,228433663.0,655271443.0,426837780.0,tt3659388
Fifty Shades of Grey,Uni.,2015,40000000.0,166167230.0,570998101.0,404830871.0,tt2322441
The Revenant,Fox,2015,135000000.0,183637894.0,532938302.0,349300408.0,tt1663202
The Revenant,Fox,2015,135000000.0,183637894.0,532938302.0,349300408.0,tt3300078
Ant-Man,BV,2015,130000000.0,180202163.0,518858449.0,338656286.0,tt0478970
Hotel Transylvania 2,Sony,2015,80000000.0,169700110.0,469500298.0,299800188.0,tt2510894
